Group,Bump/Pin Name,Ball Name,Ball ID,Bump center_x,Bump center_y,Ball center_x,Ball center_y,IO_tile_pin,IO_tile_pin_x,IO_tile_pin_y,IO_tile_pin_z,Usable,Ref clock,Bank,ALT Function,Debug Mode,Scan Mode,Mbist Mode,Type,Direction,Voltage,Power Pad,Discription,Voltage2,Remark
,Bank_VL_2_12,BANK_VL_2_12,,105,2967.6,5000,6000,FPGA_0_32_7,0,32,7,,,,,,,,,,,,,,
,Bank_VL_2_12,BANK_VL_2_12,,105,2967.6,5000,6000,FPGA_0_32_8,0,32,8,,,,,,,,,,,,,,
,Bank_VL_2_12,BANK_VL_2_12,,105,2967.6,5000,6000,FPGA_0_32_9,0,32,9,,,,,,,,,,,,,,
,Bank_VL_2_12,BANK_VL_2_12,,105,2967.6,5000,6000,FPGA_0_32_10,0,32,10,,,,,,,,,,,,,,
,Bank_VL_2_12,BANK_VL_2_12,,105,2967.6,5000,6000,FPGA_0_32_11,0,32,11,Y,,,,,,,,,,,,,
,Bank_VL_2_12,BANK_VL_2_12,,105,2967.6,5000,6000,FPGA_0_32_12,0,32,12,,,,,,,,,,,,,,
,Bank_VL_2_12,BANK_VL_2_12,,105,2967.6,5000,6000,FPGA_0_32_13,0,32,13,,,,,,,,,,,,,,
,Bank_VL_2_12,BANK_VL_2_12,,105,2967.6,5000,6000,FPGA_0_32_14,0,32,14,,,,,,,,,,,,,,
,Bank_VL_2_12,BANK_VL_2_12,,105,2967.6,5000,6000,FPGA_0_32_15,0,32,15,,,,,,,,,,,,,,
,Bank_VL_2_12,BANK_VL_2_12,,105,2967.6,5000,6000,FPGA_0_32_16,0,32,16,,,,,,,,,,,,,,
,Bank_VL_2_12,BANK_VL_2_12,,105,2967.6,5000,6000,FPGA_0_32_17,0,32,17,,,,,,,,,,,,,,
,Bank_VL_2_12,BANK_VL_2_12,,105,2967.6,5000,6000,FPGA_0_32_18,0,32,18,,,,,,,,,,,,,,
,Bank_VL_2_12,BANK_VL_2_12,,105,2967.6,5000,6000,FPGA_0_32_19,0,32,19,,,,,,,,,,,,,,
,Bank_VL_2_13,BANK_VL_2_13,,105,3192.8,6000,6000,FPGA_0_33_0,0,33,0,,,,,,,,,,,,,,
,Bank_VL_2_13,BANK_VL_2_13,,105,3192.8,6000,6000,FPGA_0_33_1,0,33,1,,,,,,,,,,,,,,
,Bank_VL_2_13,BANK_VL_2_13,,105,3192.8,6000,6000,FPGA_0_33_2,0,33,2,,,,,,,,,,,,,,
,Bank_VL_2_13,BANK_VL_2_13,,105,3192.8,6000,6000,FPGA_0_33_3,0,33,3,,,,,,,,,,,,,,
,Bank_VL_2_13,BANK_VL_2_13,,105,3192.8,6000,6000,FPGA_0_33_4,0,33,4,,,,,,,,,,,,,,
,Bank_VL_2_13,BANK_VL_2_13,,105,3192.8,6000,6000,FPGA_0_33_5,0,33,5,,,,,,,,,,,,,,
,Bank_VL_2_13,BANK_VL_2_13,,105,3192.8,6000,6000,FPGA_0_33_6,0,33,6,Y,,,,,,,,,,,,,
,Bank_VL_2_13,BANK_VL_2_13,,105,3192.8,6000,6000,FPGA_0_33_7,0,33,7,,,,,,,,,,,,,,
,Bank_VL_2_13,BANK_VL_2_13,,105,3192.8,6000,6000,FPGA_0_33_8,0,33,8,,,,,,,,,,,,,,
,Bank_VL_2_13,BANK_VL_2_13,,105,3192.8,6000,6000,FPGA_0_33_9,0,33,9,,,,,,,,,,,,,,
,Bank_VL_2_13,BANK_VL_2_13,,105,3192.8,6000,6000,FPGA_0_33_10,0,33,10,,,,,,,,,,,,,,
,Bank_VL_2_13,BANK_VL_2_13,,105,3192.8,6000,6000,FPGA_0_33_11,0,33,11,,,,,,,,,,,,,,
,Bank_VL_2_13,BANK_VL_2_13,,105,3192.8,6000,6000,FPGA_0_33_12,0,33,12,,,,,,,,,,,,,,
,Bank_VL_2_13,BANK_VL_2_13,,105,3192.8,6000,6000,FPGA_0_33_13,0,33,13,,,,,,,,,,,,,,
,Bank_VL_2_13,BANK_VL_2_13,,105,3192.8,6000,6000,FPGA_0_33_14,0,33,14,,,,,,,,,,,,,,
,Bank_VL_2_13,BANK_VL_2_13,,105,3192.8,6000,6000,FPGA_0_33_15,0,33,15,,,,,,,,,,,,,,
,Bank_VL_2_13,BANK_VL_2_13,,105,3192.8,6000,6000,FPGA_0_33_16,0,33,16,,,,,,,,,,,,,,
,Bank_VL_2_13,BANK_VL_2_13,,105,3192.8,6000,6000,FPGA_0_33_17,0,33,17,,,,,,,,,,,,,,
,Bank_VL_2_13,BANK_VL_2_13,,105,3192.8,6000,6000,FPGA_0_33_18,0,33,18,,,,,,,,,,,,,,
,Bank_VL_2_13,BANK_VL_2_13,,105,3192.8,6000,6000,FPGA_0_33_19,0,33,19,,,,,,,,,,,,,,
,Bank_VL_4_8,BANK_VL_4_8,,235,2066.8,1000,14000,FPGA_0_34_0,0,34,0,,,,,,,,,,,,,,
,Bank_VL_4_8,BANK_VL_4_8,,235,2066.8,1000,14000,FPGA_0_34_1,0,34,1,,,,,,,,,,,,,,
,Bank_VL_4_8,BANK_VL_4_8,,235,2066.8,1000,14000,FPGA_0_34_2,0,34,2,,,,,,,,,,,,,,
,Bank_VL_4_8,BANK_VL_4_8,,235,2066.8,1000,14000,FPGA_0_34_3,0,34,3,,,,,,,,,,,,,,
,Bank_VL_4_8,BANK_VL_4_8,,235,2066.8,1000,14000,FPGA_0_34_4,0,34,4,,,,,,,,,,,,,,
,Bank_VL_4_8,BANK_VL_4_8,,235,2066.8,1000,14000,FPGA_0_34_5,0,34,5,,,,,,,,,,,,,,
,Bank_VL_4_8,BANK_VL_4_8,,235,2066.8,1000,14000,FPGA_0_34_6,0,34,6,,,,,,,,,,,,,,
,Bank_VL_4_8,BANK_VL_4_8,,235,2066.8,1000,14000,FPGA_0_34_7,0,34,7,,,,,,,,,,,,,,
,Bank_VL_4_8,BANK_VL_4_8,,235,2066.8,1000,14000,FPGA_0_34_8,0,34,8,,,,,,,,,,,,,,
,Bank_VL_4_8,BANK_VL_4_8,,235,2066.8,1000,14000,FPGA_0_34_9,0,34,9,,,,,,,,,,,,,,
,Bank_VL_4_8,BANK_VL_4_8,,235,2066.8,1000,14000,FPGA_0_34_10,0,34,10,,,,,,,,,,,,,,
,Bank_VL_4_8,BANK_VL_4_8,,235,2066.8,1000,14000,FPGA_0_34_11,0,34,11,,,,,,,,,,,,,,
,Bank_VL_4_8,BANK_VL_4_8,,235,2066.8,1000,14000,FPGA_0_34_12,0,34,12,,,,,,,,,,,,,,
,Bank_VL_4_8,BANK_VL_4_8,,235,2066.8,1000,14000,FPGA_0_34_13,0,34,13,,,,,,,,,,,,,,
,Bank_VL_4_8,BANK_VL_4_8,,235,2066.8,1000,14000,FPGA_0_34_14,0,34,14,Y,,,,,,,,,,,,,
,Bank_VL_4_8,BANK_VL_4_8,,235,2066.8,1000,14000,FPGA_0_34_15,0,34,15,,,,,,,,,,,,,,
,Bank_VL_4_8,BANK_VL_4_8,,235,2066.8,1000,14000,FPGA_0_34_16,0,34,16,,,,,,,,,,,,,,
,Bank_VL_4_8,BANK_VL_4_8,,235,2066.8,1000,14000,FPGA_0_34_17,0,34,17,,,,,,,,,,,,,,
,Bank_VL_4_8,BANK_VL_4_8,,235,2066.8,1000,14000,FPGA_0_34_18,0,34,18,,,,,,,,,,,,,,
,Bank_VL_4_8,BANK_VL_4_8,,235,2066.8,1000,14000,FPGA_0_34_19,0,34,19,,,,,,,,,,,,,,
,Bank_VL_4_9,BANK_VL_4_9,,235,2292,2000,14000,FPGA_0_35_0,0,35,0,,,,,,,,,,,,,,
,Bank_VL_4_9,BANK_VL_4_9,,235,2292,2000,14000,FPGA_0_35_1,0,35,1,,,,,,,,,,,,,,
,Bank_VL_4_9,BANK_VL_4_9,,235,2292,2000,14000,FPGA_0_35_2,0,35,2,,,,,,,,,,,,,,
,Bank_VL_4_9,BANK_VL_4_9,,235,2292,2000,14000,FPGA_0_35_3,0,35,3,,,,,,,,,,,,,,
,Bank_VL_4_9,BANK_VL_4_9,,235,2292,2000,14000,FPGA_0_35_4,0,35,4,,,,,,,,,,,,,,
,Bank_VL_4_9,BANK_VL_4_9,,235,2292,2000,14000,FPGA_0_35_5,0,35,5,,,,,,,,,,,,,,
,Bank_VL_4_9,BANK_VL_4_9,,235,2292,2000,14000,FPGA_0_35_6,0,35,6,,,,,,,,,,,,,,
,Bank_VL_4_9,BANK_VL_4_9,,235,2292,2000,14000,FPGA_0_35_7,0,35,7,,,,,,,,,,,,,,
,Bank_VL_4_9,BANK_VL_4_9,,235,2292,2000,14000,FPGA_0_35_8,0,35,8,Y,,,,,,,,,,,,,
,Bank_VL_4_9,BANK_VL_4_9,,235,2292,2000,14000,FPGA_0_35_9,0,35,9,,,,,,,,,,,,,,
,Bank_VL_4_9,BANK_VL_4_9,,235,2292,2000,14000,FPGA_0_35_10,0,35,10,,,,,,,,,,,,,,
,Bank_VL_4_9,BANK_VL_4_9,,235,2292,2000,14000,FPGA_0_35_11,0,35,11,,,,,,,,,,,,,,
,Bank_VL_4_9,BANK_VL_4_9,,235,2292,2000,14000,FPGA_0_35_12,0,35,12,,,,,,,,,,,,,,
,Bank_VL_4_9,BANK_VL_4_9,,235,2292,2000,14000,FPGA_0_35_13,0,35,13,,,,,,,,,,,,,,
,Bank_VL_4_9,BANK_VL_4_9,,235,2292,2000,14000,FPGA_0_35_14,0,35,14,,,,,,,,,,,,,,
,Bank_VL_4_9,BANK_VL_4_9,,235,2292,2000,14000,FPGA_0_35_15,0,35,15,,,,,,,,,,,,,,
,Bank_VL_4_9,BANK_VL_4_9,,235,2292,2000,14000,FPGA_0_35_16,0,35,16,,,,,,,,,,,,,,
,Bank_VL_4_9,BANK_VL_4_9,,235,2292,2000,14000,FPGA_0_35_17,0,35,17,,,,,,,,,,,,,,
,Bank_VL_4_9,BANK_VL_4_9,,235,2292,2000,14000,FPGA_0_35_18,0,35,18,,,,,,,,,,,,,,
,Bank_VL_4_9,BANK_VL_4_9,,235,2292,2000,14000,FPGA_0_35_19,0,35,19,,,,,,,,,,,,,,
,Bank_VL_4_10,BANK_VL_4_10,,235,2517.2,3000,14000,FPGA_0_36_0,0,36,0,,,,,,,,,,,,,,
,Bank_VL_4_10,BANK_VL_4_10,,235,2517.2,3000,14000,FPGA_0_36_1,0,36,1,,,,,,,,,,,,,,
,Bank_VL_4_10,BANK_VL_4_10,,235,2517.2,3000,14000,FPGA_0_36_2,0,36,2,,,,,,,,,,,,,,
,Bank_VL_4_10,BANK_VL_4_10,,235,2517.2,3000,14000,FPGA_0_36_3,0,36,3,,,,,,,,,,,,,,
,Bank_VL_4_10,BANK_VL_4_10,,235,2517.2,3000,14000,FPGA_0_36_4,0,36,4,,,,,,,,,,,,,,
,Bank_VL_4_10,BANK_VL_4_10,,235,2517.2,3000,14000,FPGA_0_36_5,0,36,5,,,,,,,,,,,,,,
,Bank_VL_4_10,BANK_VL_4_10,,235,2517.2,3000,14000,FPGA_0_36_6,0,36,6,,,,,,,,,,,,,,
,Bank_VL_4_10,BANK_VL_4_10,,235,2517.2,3000,14000,FPGA_0_36_7,0,36,7,,,,,,,,,,,,,,
,Bank_VL_4_10,BANK_VL_4_10,,235,2517.2,3000,14000,FPGA_0_36_8,0,36,8,,,,,,,,,,,,,,
,Bank_VL_4_10,BANK_VL_4_10,,235,2517.2,3000,14000,FPGA_0_36_9,0,36,9,,,,,,,,,,,,,,
,Bank_VL_4_10,BANK_VL_4_10,,235,2517.2,3000,14000,FPGA_0_36_10,0,36,10,,,,,,,,,,,,,,
,Bank_VL_4_10,BANK_VL_4_10,,235,2517.2,3000,14000,FPGA_0_36_11,0,36,11,,,,,,,,,,,,,,
,Bank_VL_4_10,BANK_VL_4_10,,235,2517.2,3000,14000,FPGA_0_36_12,0,36,12,,,,,,,,,,,,,,
,Bank_VL_4_10,BANK_VL_4_10,,235,2517.2,3000,14000,FPGA_0_36_13,0,36,13,,,,,,,,,,,,,,
,Bank_VL_4_10,BANK_VL_4_10,,235,2517.2,3000,14000,FPGA_0_36_14,0,36,14,,,,,,,,,,,,,,
,Bank_VL_4_10,BANK_VL_4_10,,235,2517.2,3000,14000,FPGA_0_36_15,0,36,15,,,,,,,,,,,,,,
,Bank_VL_4_10,BANK_VL_4_10,,235,2517.2,3000,14000,FPGA_0_36_16,0,36,16,,,,,,,,,,,,,,
,Bank_VL_4_10,BANK_VL_4_10,,235,2517.2,3000,14000,FPGA_0_36_17,0,36,17,,,,,,,,,,,,,,
,Bank_VL_4_10,BANK_VL_4_10,,235,2517.2,3000,14000,FPGA_0_36_18,0,36,18,,,,,,,,,,,,,,
,Bank_VL_4_10,BANK_VL_4_10,,235,2517.2,3000,14000,FPGA_0_36_19,0,36,19,Y,,,,,,,,,,,,,
,Bank_VL_4_11,BANK_VL_4_11,,235,2742.4,4000,14000,FPGA_0_37_0,0,37,0,Y,,,,,,,,,,,,,
,Bank_VL_4_11,BANK_VL_4_11,,235,2742.4,4000,14000,FPGA_0_37_1,0,37,1,,,,,,,,,,,,,,
,Bank_VL_4_11,BANK_VL_4_11,,235,2742.4,4000,14000,FPGA_0_37_2,0,37,2,,,,,,,,,,,,,,
,Bank_VL_4_11,BANK_VL_4_11,,235,2742.4,4000,14000,FPGA_0_37_3,0,37,3,,,,,,,,,,,,,,
,Bank_VL_4_11,BANK_VL_4_11,,235,2742.4,4000,14000,FPGA_0_37_4,0,37,4,,,,,,,,,,,,,,
,Bank_VL_4_11,BANK_VL_4_11,,235,2742.4,4000,14000,FPGA_0_37_5,0,37,5,,,,,,,,,,,,,,
,Bank_VL_4_11,BANK_VL_4_11,,235,2742.4,4000,14000,FPGA_0_37_6,0,37,6,,,,,,,,,,,,,,
,Bank_VL_4_11,BANK_VL_4_11,,235,2742.4,4000,14000,FPGA_0_37_7,0,37,7,,,,,,,,,,,,,,
,Bank_VL_4_11,BANK_VL_4_11,,235,2742.4,4000,14000,FPGA_0_37_8,0,37,8,,,,,,,,,,,,,,
,Bank_VL_4_11,BANK_VL_4_11,,235,2742.4,4000,14000,FPGA_0_37_9,0,37,9,,,,,,,,,,,,,,
,Bank_VL_4_11,BANK_VL_4_11,,235,2742.4,4000,14000,FPGA_0_37_10,0,37,10,,,,,,,,,,,,,,
,Bank_VL_4_11,BANK_VL_4_11,,235,2742.4,4000,14000,FPGA_0_37_11,0,37,11,,,,,,,,,,,,,,
,Bank_VL_4_11,BANK_VL_4_11,,235,2742.4,4000,14000,FPGA_0_37_12,0,37,12,,,,,,,,,,,,,,
,Bank_VL_4_11,BANK_VL_4_11,,235,2742.4,4000,14000,FPGA_0_37_13,0,37,13,,,,,,,,,,,,,,
,Bank_VL_4_11,BANK_VL_4_11,,235,2742.4,4000,14000,FPGA_0_37_14,0,37,14,,,,,,,,,,,,,,
,Bank_VL_4_11,BANK_VL_4_11,,235,2742.4,4000,14000,FPGA_0_37_15,0,37,15,,,,,,,,,,,,,,
,Bank_VL_4_11,BANK_VL_4_11,,235,2742.4,4000,14000,FPGA_0_37_16,0,37,16,,,,,,,,,,,,,,
,Bank_VL_4_11,BANK_VL_4_11,,235,2742.4,4000,14000,FPGA_0_37_17,0,37,17,,,,,,,,,,,,,,
,Bank_VL_4_11,BANK_VL_4_11,,235,2742.4,4000,14000,FPGA_0_37_18,0,37,18,,,,,,,,,,,,,,
,Bank_VL_4_11,BANK_VL_4_11,,235,2742.4,4000,14000,FPGA_0_37_19,0,37,19,,,,,,,,,,,,,,
,Bank_VL_4_12,BANK_VL_4_12,,235,2967.6,5000,14000,FPGA_0_38_0,0,38,0,,,,,,,,,,,,,,
,Bank_VL_4_12,BANK_VL_4_12,,235,2967.6,5000,14000,FPGA_0_38_1,0,38,1,,,,,,,,,,,,,,
,Bank_VL_4_12,BANK_VL_4_12,,235,2967.6,5000,14000,FPGA_0_38_2,0,38,2,,,,,,,,,,,,,,
,Bank_VL_4_12,BANK_VL_4_12,,235,2967.6,5000,14000,FPGA_0_38_3,0,38,3,,,,,,,,,,,,,,
,Bank_VL_4_12,BANK_VL_4_12,,235,2967.6,5000,14000,FPGA_0_38_4,0,38,4,,,,,,,,,,,,,,
,Bank_VL_4_12,BANK_VL_4_12,,235,2967.6,5000,14000,FPGA_0_38_5,0,38,5,,,,,,,,,,,,,,
,Bank_VL_4_12,BANK_VL_4_12,,235,2967.6,5000,14000,FPGA_0_38_6,0,38,6,,,,,,,,,,,,,,
,Bank_VL_4_12,BANK_VL_4_12,,235,2967.6,5000,14000,FPGA_0_38_7,0,38,7,,,,,,,,,,,,,,
,Bank_VL_4_12,BANK_VL_4_12,,235,2967.6,5000,14000,FPGA_0_38_8,0,38,8,,,,,,,,,,,,,,
,Bank_VL_4_12,BANK_VL_4_12,,235,2967.6,5000,14000,FPGA_0_38_9,0,38,9,,,,,,,,,,,,,,
,Bank_VL_4_12,BANK_VL_4_12,,235,2967.6,5000,14000,FPGA_0_38_10,0,38,10,,,,,,,,,,,,,,
,Bank_VL_4_12,BANK_VL_4_12,,235,2967.6,5000,14000,FPGA_0_38_11,0,38,11,,,,,,,,,,,,,,
,Bank_VL_4_12,BANK_VL_4_12,,235,2967.6,5000,14000,FPGA_0_38_12,0,38,12,,,,,,,,,,,,,,
,Bank_VL_4_12,BANK_VL_4_12,,235,2967.6,5000,14000,FPGA_0_38_13,0,38,13,,,,,,,,,,,,,,
,Bank_VL_4_12,BANK_VL_4_12,,235,2967.6,5000,14000,FPGA_0_38_14,0,38,14,,,,,,,,,,,,,,
,Bank_VL_4_12,BANK_VL_4_12,,235,2967.6,5000,14000,FPGA_0_38_15,0,38,15,,,,,,,,,,,,,,
,Bank_VL_4_12,BANK_VL_4_12,,235,2967.6,5000,14000,FPGA_0_38_16,0,38,16,Y,,,,,,,,,,,,,
,Bank_VL_4_12,BANK_VL_4_12,,235,2967.6,5000,14000,FPGA_0_38_17,0,38,17,,,,,,,,,,,,,,
,Bank_VL_4_12,BANK_VL_4_12,,235,2967.6,5000,14000,FPGA_0_38_18,0,38,18,,,,,,,,,,,,,,
,Bank_VL_4_12,BANK_VL_4_12,,235,2967.6,5000,14000,FPGA_0_38_19,0,38,19,,,,,,,,,,,,,,
,Bank_VL_4_13,BANK_VL_4_13,,235,3192.8,6000,14000,FPGA_0_39_0,0,39,0,,,,,,,,,,,,,,
,Bank_VL_4_13,BANK_VL_4_13,,235,3192.8,6000,14000,FPGA_0_39_1,0,39,1,,,,,,,,,,,,,,
,Bank_VL_4_13,BANK_VL_4_13,,235,3192.8,6000,14000,FPGA_0_39_2,0,39,2,Y,,,,,,,,,,,,,
,Bank_VL_4_13,BANK_VL_4_13,,235,3192.8,6000,14000,FPGA_0_39_3,0,39,3,,,,,,,,,,,,,,
,Bank_VL_4_13,BANK_VL_4_13,,235,3192.8,6000,14000,FPGA_0_39_4,0,39,4,,,,,,,,,,,,,,
,Bank_VL_4_13,BANK_VL_4_13,,235,3192.8,6000,14000,FPGA_0_39_5,0,39,5,,,,,,,,,,,,,,
,Bank_VL_4_13,BANK_VL_4_13,,235,3192.8,6000,14000,FPGA_0_39_6,0,39,6,,,,,,,,,,,,,,
,Bank_VL_4_13,BANK_VL_4_13,,235,3192.8,6000,14000,FPGA_0_39_7,0,39,7,,,,,,,,,,,,,,
,Bank_VL_4_13,BANK_VL_4_13,,235,3192.8,6000,14000,FPGA_0_39_8,0,39,8,,,,,,,,,,,,,,
,Bank_VL_4_13,BANK_VL_4_13,,235,3192.8,6000,14000,FPGA_0_39_9,0,39,9,,,,,,,,,,,,,,
,Bank_VL_4_13,BANK_VL_4_13,,235,3192.8,6000,14000,FPGA_0_39_10,0,39,10,,,,,,,,,,,,,,
,Bank_VL_4_13,BANK_VL_4_13,,235,3192.8,6000,14000,FPGA_0_39_11,0,39,11,,,,,,,,,,,,,,
,Bank_VL_4_13,BANK_VL_4_13,,235,3192.8,6000,14000,FPGA_0_39_12,0,39,12,,,,,,,,,,,,,,
,Bank_VL_4_13,BANK_VL_4_13,,235,3192.8,6000,14000,FPGA_0_39_13,0,39,13,,,,,,,,,,,,,,
,Bank_VL_4_13,BANK_VL_4_13,,235,3192.8,6000,14000,FPGA_0_39_14,0,39,14,,,,,,,,,,,,,,
,Bank_VL_4_13,BANK_VL_4_13,,235,3192.8,6000,14000,FPGA_0_39_15,0,39,15,,,,,,,,,,,,,,
,Bank_VL_4_13,BANK_VL_4_13,,235,3192.8,6000,14000,FPGA_0_39_16,0,39,16,,,,,,,,,,,,,,
,Bank_VL_4_13,BANK_VL_4_13,,235,3192.8,6000,14000,FPGA_0_39_17,0,39,17,,,,,,,,,,,,,,
,Bank_VL_4_13,BANK_VL_4_13,,235,3192.8,6000,14000,FPGA_0_39_18,0,39,18,,,,,,,,,,,,,,
,Bank_VL_4_13,BANK_VL_4_13,,235,3192.8,6000,14000,FPGA_0_39_19,0,39,19,,,,,,,,,,,,,,
,Bank_VL_4_14,BANK_VL_4_14,,235,3418,7000,14000,FPGA_0_40_0,0,40,0,,,,,,,,,,,,,,
,Bank_VL_4_14,BANK_VL_4_14,,235,3418,7000,14000,FPGA_0_40_1,0,40,1,,,,,,,,,,,,,,
,Bank_VL_4_14,BANK_VL_4_14,,235,3418,7000,14000,FPGA_0_40_2,0,40,2,,,,,,,,,,,,,,
,Bank_VL_4_14,BANK_VL_4_14,,235,3418,7000,14000,FPGA_0_40_3,0,40,3,,,,,,,,,,,,,,
,Bank_VL_4_14,BANK_VL_4_14,,235,3418,7000,14000,FPGA_0_40_4,0,40,4,,,,,,,,,,,,,,
,Bank_VL_4_14,BANK_VL_4_14,,235,3418,7000,14000,FPGA_0_40_5,0,40,5,,,,,,,,,,,,,,
,Bank_VL_4_14,BANK_VL_4_14,,235,3418,7000,14000,FPGA_0_40_6,0,40,6,,,,,,,,,,,,,,
,Bank_VL_4_14,BANK_VL_4_14,,235,3418,7000,14000,FPGA_0_40_7,0,40,7,,,,,,,,,,,,,,
,Bank_VL_4_14,BANK_VL_4_14,,235,3418,7000,14000,FPGA_0_40_8,0,40,8,,,,,,,,,,,,,,
,Bank_VL_4_14,BANK_VL_4_14,,235,3418,7000,14000,FPGA_0_40_9,0,40,9,,,,,,,,,,,,,,
,Bank_VL_4_14,BANK_VL_4_14,,235,3418,7000,14000,FPGA_0_40_10,0,40,10,,,,,,,,,,,,,,
,Bank_VL_4_14,BANK_VL_4_14,,235,3418,7000,14000,FPGA_0_40_11,0,40,11,,,,,,,,,,,,,,
,Bank_VL_4_14,BANK_VL_4_14,,235,3418,7000,14000,FPGA_0_40_12,0,40,12,,,,,,,,,,,,,,
,Bank_VL_4_14,BANK_VL_4_14,,235,3418,7000,14000,FPGA_0_40_13,0,40,13,,,,,,,,,,,,,,
,Bank_VL_4_14,BANK_VL_4_14,,235,3418,7000,14000,FPGA_0_40_14,0,40,14,,,,,,,,,,,,,,
,Bank_VL_4_14,BANK_VL_4_14,,235,3418,7000,14000,FPGA_0_40_15,0,40,15,,,,,,,,,,,,,,
,Bank_VL_4_14,BANK_VL_4_14,,235,3418,7000,14000,FPGA_0_40_16,0,40,16,,,,,,,,,,,,,,
,Bank_VL_4_14,BANK_VL_4_14,,235,3418,7000,14000,FPGA_0_40_17,0,40,17,Y,,,,,,,,,,,,,
,Bank_VL_4_14,BANK_VL_4_14,,235,3418,7000,14000,FPGA_0_40_18,0,40,18,,,,,,,,,,,,,,
,Bank_VL_4_14,BANK_VL_4_14,,235,3418,7000,14000,FPGA_0_40_19,0,40,19,,,,,,,,,,,,,,
,Bank_VL_4_15,BANK_VL_4_15,,235,3643.2,1000,15000,FPGA_0_41_0,0,41,0,,,,,,,,,,,,,,
,Bank_VL_4_15,BANK_VL_4_15,,235,3643.2,1000,15000,FPGA_0_41_1,0,41,1,,,,,,,,,,,,,,
,Bank_VL_4_15,BANK_VL_4_15,,235,3643.2,1000,15000,FPGA_0_41_2,0,41,2,,,,,,,,,,,,,,
,Bank_VL_4_15,BANK_VL_4_15,,235,3643.2,1000,15000,FPGA_0_41_3,0,41,3,,,,,,,,,,,,,,
,Bank_VL_4_15,BANK_VL_4_15,,235,3643.2,1000,15000,FPGA_0_41_4,0,41,4,,,,,,,,,,,,,,
,Bank_VL_4_15,BANK_VL_4_15,,235,3643.2,1000,15000,FPGA_0_41_5,0,41,5,,,,,,,,,,,,,,
,Bank_VL_4_15,BANK_VL_4_15,,235,3643.2,1000,15000,FPGA_0_41_6,0,41,6,,,,,,,,,,,,,,
,Bank_VL_4_15,BANK_VL_4_15,,235,3643.2,1000,15000,FPGA_0_41_7,0,41,7,,,,,,,,,,,,,,
,Bank_VL_4_15,BANK_VL_4_15,,235,3643.2,1000,15000,FPGA_0_41_8,0,41,8,,,,,,,,,,,,,,
,Bank_VL_4_15,BANK_VL_4_15,,235,3643.2,1000,15000,FPGA_0_41_9,0,41,9,,,,,,,,,,,,,,
,Bank_VL_4_15,BANK_VL_4_15,,235,3643.2,1000,15000,FPGA_0_41_10,0,41,10,,,,,,,,,,,,,,
,Bank_VL_4_15,BANK_VL_4_15,,235,3643.2,1000,15000,FPGA_0_41_11,0,41,11,,,,,,,,,,,,,,
,Bank_VL_4_15,BANK_VL_4_15,,235,3643.2,1000,15000,FPGA_0_41_12,0,41,12,,,,,,,,,,,,,,
,Bank_VL_4_15,BANK_VL_4_15,,235,3643.2,1000,15000,FPGA_0_41_13,0,41,13,,,,,,,,,,,,,,
,Bank_VL_4_15,BANK_VL_4_15,,235,3643.2,1000,15000,FPGA_0_41_14,0,41,14,,,,,,,,,,,,,,
,Bank_VL_4_15,BANK_VL_4_15,,235,3643.2,1000,15000,FPGA_0_41_15,0,41,15,,,,,,,,,,,,,,
,Bank_VL_4_15,BANK_VL_4_15,,235,3643.2,1000,15000,FPGA_0_41_16,0,41,16,,,,,,,,,,,,,,
,Bank_VL_4_15,BANK_VL_4_15,,235,3643.2,1000,15000,FPGA_0_41_17,0,41,17,,,,,,,,,,,,,,
,Bank_VL_4_15,BANK_VL_4_15,,235,3643.2,1000,15000,FPGA_0_41_18,0,41,18,Y,,,,,,,,,,,,,
,Bank_VL_4_15,BANK_VL_4_15,,235,3643.2,1000,15000,FPGA_0_41_19,0,41,19,,,,,,,,,,,,,,
,Bank_VL_4_16,BANK_VL_4_16,,235,3868.4,2000,15000,FPGA_0_42_0,0,42,0,,,,,,,,,,,,,,
,Bank_VL_4_16,BANK_VL_4_16,,235,3868.4,2000,15000,FPGA_0_42_1,0,42,1,,,,,,,,,,,,,,
,Bank_VL_4_16,BANK_VL_4_16,,235,3868.4,2000,15000,FPGA_0_42_2,0,42,2,Y,,,,,,,,,,,,,
,Bank_VL_4_16,BANK_VL_4_16,,235,3868.4,2000,15000,FPGA_0_42_3,0,42,3,,,,,,,,,,,,,,
,Bank_VL_4_16,BANK_VL_4_16,,235,3868.4,2000,15000,FPGA_0_42_4,0,42,4,,,,,,,,,,,,,,
,Bank_VL_4_16,BANK_VL_4_16,,235,3868.4,2000,15000,FPGA_0_42_5,0,42,5,,,,,,,,,,,,,,
,Bank_VL_4_16,BANK_VL_4_16,,235,3868.4,2000,15000,FPGA_0_42_6,0,42,6,,,,,,,,,,,,,,
,Bank_VL_4_16,BANK_VL_4_16,,235,3868.4,2000,15000,FPGA_0_42_7,0,42,7,,,,,,,,,,,,,,
,Bank_VL_4_16,BANK_VL_4_16,,235,3868.4,2000,15000,FPGA_0_42_8,0,42,8,,,,,,,,,,,,,,
,Bank_VL_4_16,BANK_VL_4_16,,235,3868.4,2000,15000,FPGA_0_42_9,0,42,9,,,,,,,,,,,,,,
,Bank_VL_4_16,BANK_VL_4_16,,235,3868.4,2000,15000,FPGA_0_42_10,0,42,10,,,,,,,,,,,,,,
