Group,Bump/Pin Name,Ball Name,Ball ID,Bump center_x,Bump center_y,Ball center_x,Ball center_y,IO_tile_pin,IO_tile_pin_x,IO_tile_pin_y,IO_tile_pin_z,EFPGA_PIN,GBOX_NAME,Mode_BP_SDR_A_TX,Mode_BP_DDR_A_TX,Mode_RATE_3_A_TX,Mode_RATE_4_A_TX,Mode_RATE_5_A_TX,Mode_RATE_6_A_TX,Mode_RATE_7_A_TX,Mode_RATE_8_A_TX,Mode_RATE_9_A_TX,Mode_RATE_10_A_TX,Mode_BP_SDR_B_TX,Mode_BP_DDR_B_TX,Mode_RATE_3_B_TX,Mode_RATE_4_B_TX,Mode_RATE_5_B_TX,Mode_BP_SDR_A_RX,Mode_BP_DDR_A_RX,Mode_RATE_3_A_RX,Mode_RATE_4_A_RX,Mode_RATE_5_A_RX,Mode_RATE_6_A_RX,Mode_RATE_7_A_RX,Mode_RATE_8_A_RX,Mode_RATE_9_A_RX,Mode_RATE_10_A_RX,Mode_BP_SDR_B_RX,Mode_BP_DDR_B_RX,Mode_RATE_3_B_RX,Mode_RATE_4_B_RX,Mode_RATE_5_B_RX,Ref clock,BANK,ALT Function,Debug Mode,Scan Mode,Mbist Mode,Type,Direction,Voltage,Power Pad,Discription,Voltage2,Remark
GBOX GPIO,Bank_VR_3_11,Bank_VR_3_11,FAKE,330,40,1000,3000,FPGA_211_101_14,211,101,14,F2A_2294,f2g_tx_out[7]_A,,,,,,,,Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_11,Bank_VR_3_11,FAKE,590,40,1000,5000,FPGA_211_101_15,211,101,15,F2A_2295,f2g_tx_out[8]_A,,,,,,,,,Y,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_11,Bank_VR_3_11,FAKE,590,40,1000,5000,FPGA_211_101_16,211,101,16,F2A_2296,f2g_tx_out[9]_A,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_12,Bank_VR_3_12,FAKE,720,40,1000,6000,FPGA_211_101_17,211,101,17,F2A_2297,f2g_trx_reset_n_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_12,Bank_VR_3_12,FAKE,720,40,1000,6000,FPGA_211_101_18,211,101,18,F2A_2298,f2g_tx_oe_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_12,Bank_VR_3_12,FAKE,720,40,1000,6000,FPGA_211_101_19,211,101,19,F2A_2299,f2g_tx_dvalid_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_12,Bank_VR_3_12,FAKE,720,40,1000,6000,FPGA_211_101_20,211,101,20,F2A_2300,f2g_rx_sfifo_reset_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_12,Bank_VR_3_12,FAKE,720,40,1000,6000,FPGA_211_101_21,211,101,21,F2A_2301,f2g_rx_dpa_restart_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_12,Bank_VR_3_12,FAKE,720,40,1000,6000,FPGA_211_101_22,211,101,22,F2A_2302,f2g_in_en_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_12,Bank_VR_3_12,FAKE,720,40,1000,6000,FPGA_211_101_23,211,101,23,F2A_2303,f2g_trx_core_clk_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_11,Bank_VR_3_11,FAKE,460,40,1000,4000,FPGA_211_102_0,211,102,0,A2F_2280,g2f_rx_cdr_core_clk_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_11,Bank_VR_3_11,FAKE,460,40,1000,4000,FPGA_211_102_1,211,102,1,A2F_2281,g2f_rx_dvalid_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_11,Bank_VR_3_11,FAKE,460,40,1000,4000,FPGA_211_102_2,211,102,2,A2F_2282,g2f_core_clk_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_11,Bank_VR_3_11,FAKE,460,40,1000,4000,FPGA_211_102_3,211,102,3,A2F_2283,g2f_rx_in[0]_A,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_11,Bank_VR_3_11,FAKE,460,40,1000,4000,FPGA_211_102_4,211,102,4,A2F_2284,g2f_rx_in[1]_A,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_11,Bank_VR_3_11,FAKE,590,40,1000,5000,FPGA_211_102_5,211,102,5,A2F_2285,g2f_rx_in[2]_A,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_11,Bank_VR_3_11,FAKE,590,40,1000,5000,FPGA_211_102_6,211,102,6,A2F_2286,g2f_rx_in[3]_A,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_11,Bank_VR_3_11,FAKE,590,40,1000,5000,FPGA_211_102_7,211,102,7,A2F_2287,g2f_rx_in[4]_A,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_11,Bank_VR_3_11,FAKE,590,40,1000,5000,FPGA_211_102_8,211,102,8,A2F_2288,g2f_rx_in[5]_A,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_11,Bank_VR_3_11,FAKE,590,40,1000,5000,FPGA_211_102_9,211,102,9,A2F_2289,g2f_rx_in[6]_A,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_11,Bank_VR_3_11,FAKE,590,40,1000,5000,FPGA_211_102_10,211,102,10,A2F_2290,g2f_rx_in[7]_A,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_11,Bank_VR_3_11,FAKE,590,40,1000,5000,FPGA_211_102_11,211,102,11,A2F_2291,g2f_rx_in[8]_A,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,Y,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_11,Bank_VR_3_11,FAKE,590,40,1000,5000,FPGA_211_102_12,211,102,12,A2F_2292,g2f_rx_in[9]_A,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_12,Bank_VR_3_12,FAKE,980,40,2000,1000,FPGA_211_102_13,211,102,13,A2F_2293,g2f_rx_cdr_core_clk_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_12,Bank_VR_3_12,FAKE,980,40,2000,1000,FPGA_211_102_14,211,102,14,A2F_2294,g2f_rx_dvalid_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_12,Bank_VR_3_12,FAKE,980,40,2000,1000,FPGA_211_102_15,211,102,15,A2F_2295,g2f_core_clk_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,70,40,1000,1000,FPGA_211_103_0,211,103,0,F2A_2328,f2g_trx_reset_n_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,200,40,1000,2000,FPGA_211_103_1,211,103,1,F2A_2329,f2g_tx_oe_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,200,40,1000,2000,FPGA_211_103_2,211,103,2,F2A_2330,f2g_tx_dvalid_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,200,40,1000,2000,FPGA_211_103_3,211,103,3,F2A_2331,f2g_rx_sfifo_reset_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,200,40,1000,2000,FPGA_211_103_4,211,103,4,F2A_2332,f2g_rx_dpa_restart_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,200,40,1000,2000,FPGA_211_103_5,211,103,5,F2A_2333,f2g_in_en_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,200,40,1000,2000,FPGA_211_103_6,211,103,6,F2A_2334,f2g_trx_core_clk_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,200,40,1000,2000,FPGA_211_103_7,211,103,7,F2A_2335,f2g_tx_out[0]_A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,200,40,1000,2000,FPGA_211_103_8,211,103,8,F2A_2336,f2g_tx_out[1]_A,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,200,40,1000,2000,FPGA_211_103_9,211,103,9,F2A_2337,f2g_tx_out[2]_A,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,200,40,1000,2000,FPGA_211_103_10,211,103,10,F2A_2338,f2g_tx_out[3]_A,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,330,40,1000,3000,FPGA_211_103_11,211,103,11,F2A_2339,f2g_tx_out[4]_A,,,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,330,40,1000,3000,FPGA_211_103_12,211,103,12,F2A_2340,f2g_tx_out[5]_A,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,330,40,1000,3000,FPGA_211_103_13,211,103,13,F2A_2341,f2g_tx_out[6]_A,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,330,40,1000,3000,FPGA_211_103_14,211,103,14,F2A_2342,f2g_tx_out[7]_A,,,,,,,,Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,590,40,1000,5000,FPGA_211_103_15,211,103,15,F2A_2343,f2g_tx_out[8]_A,,,,,,,,,Y,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,590,40,1000,5000,FPGA_211_103_16,211,103,16,F2A_2344,f2g_tx_out[9]_A,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_14,Bank_VR_3_14,FAKE,720,40,1000,6000,FPGA_211_103_17,211,103,17,F2A_2345,f2g_trx_reset_n_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_14,Bank_VR_3_14,FAKE,720,40,1000,6000,FPGA_211_103_18,211,103,18,F2A_2346,f2g_tx_oe_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_14,Bank_VR_3_14,FAKE,720,40,1000,6000,FPGA_211_103_19,211,103,19,F2A_2347,f2g_tx_dvalid_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_14,Bank_VR_3_14,FAKE,720,40,1000,6000,FPGA_211_103_20,211,103,20,F2A_2348,f2g_rx_sfifo_reset_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_14,Bank_VR_3_14,FAKE,720,40,1000,6000,FPGA_211_103_21,211,103,21,F2A_2349,f2g_rx_dpa_restart_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_14,Bank_VR_3_14,FAKE,720,40,1000,6000,FPGA_211_103_22,211,103,22,F2A_2350,f2g_in_en_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_14,Bank_VR_3_14,FAKE,720,40,1000,6000,FPGA_211_103_23,211,103,23,F2A_2351,f2g_trx_core_clk_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,460,40,1000,4000,FPGA_211_104_0,211,104,0,A2F_2328,g2f_rx_cdr_core_clk_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,460,40,1000,4000,FPGA_211_104_1,211,104,1,A2F_2329,g2f_rx_dvalid_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,460,40,1000,4000,FPGA_211_104_2,211,104,2,A2F_2330,g2f_core_clk_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,460,40,1000,4000,FPGA_211_104_3,211,104,3,A2F_2331,g2f_rx_in[0]_A,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,460,40,1000,4000,FPGA_211_104_4,211,104,4,A2F_2332,g2f_rx_in[1]_A,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,590,40,1000,5000,FPGA_211_104_5,211,104,5,A2F_2333,g2f_rx_in[2]_A,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,590,40,1000,5000,FPGA_211_104_6,211,104,6,A2F_2334,g2f_rx_in[3]_A,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,590,40,1000,5000,FPGA_211_104_7,211,104,7,A2F_2335,g2f_rx_in[4]_A,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,590,40,1000,5000,FPGA_211_104_8,211,104,8,A2F_2336,g2f_rx_in[5]_A,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,590,40,1000,5000,FPGA_211_104_9,211,104,9,A2F_2337,g2f_rx_in[6]_A,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,590,40,1000,5000,FPGA_211_104_10,211,104,10,A2F_2338,g2f_rx_in[7]_A,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,590,40,1000,5000,FPGA_211_104_11,211,104,11,A2F_2339,g2f_rx_in[8]_A,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,Y,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_13,Bank_VR_3_13,FAKE,590,40,1000,5000,FPGA_211_104_12,211,104,12,A2F_2340,g2f_rx_in[9]_A,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_14,Bank_VR_3_14,FAKE,980,40,2000,1000,FPGA_211_104_13,211,104,13,A2F_2341,g2f_rx_cdr_core_clk_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_14,Bank_VR_3_14,FAKE,980,40,2000,1000,FPGA_211_104_14,211,104,14,A2F_2342,g2f_rx_dvalid_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_14,Bank_VR_3_14,FAKE,980,40,2000,1000,FPGA_211_104_15,211,104,15,A2F_2343,g2f_core_clk_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,70,40,1000,1000,FPGA_211_105_0,211,105,0,F2A_2376,f2g_trx_reset_n_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,200,40,1000,2000,FPGA_211_105_1,211,105,1,F2A_2377,f2g_tx_oe_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,200,40,1000,2000,FPGA_211_105_2,211,105,2,F2A_2378,f2g_tx_dvalid_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,200,40,1000,2000,FPGA_211_105_3,211,105,3,F2A_2379,f2g_rx_sfifo_reset_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,200,40,1000,2000,FPGA_211_105_4,211,105,4,F2A_2380,f2g_rx_dpa_restart_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,200,40,1000,2000,FPGA_211_105_5,211,105,5,F2A_2381,f2g_in_en_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,200,40,1000,2000,FPGA_211_105_6,211,105,6,F2A_2382,f2g_trx_core_clk_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,200,40,1000,2000,FPGA_211_105_7,211,105,7,F2A_2383,f2g_tx_out[0]_A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,200,40,1000,2000,FPGA_211_105_8,211,105,8,F2A_2384,f2g_tx_out[1]_A,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,200,40,1000,2000,FPGA_211_105_9,211,105,9,F2A_2385,f2g_tx_out[2]_A,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,200,40,1000,2000,FPGA_211_105_10,211,105,10,F2A_2386,f2g_tx_out[3]_A,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,330,40,1000,3000,FPGA_211_105_11,211,105,11,F2A_2387,f2g_tx_out[4]_A,,,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,330,40,1000,3000,FPGA_211_105_12,211,105,12,F2A_2388,f2g_tx_out[5]_A,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,330,40,1000,3000,FPGA_211_105_13,211,105,13,F2A_2389,f2g_tx_out[6]_A,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,330,40,1000,3000,FPGA_211_105_14,211,105,14,F2A_2390,f2g_tx_out[7]_A,,,,,,,,Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,590,40,1000,5000,FPGA_211_105_15,211,105,15,F2A_2391,f2g_tx_out[8]_A,,,,,,,,,Y,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,590,40,1000,5000,FPGA_211_105_16,211,105,16,F2A_2392,f2g_tx_out[9]_A,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_16,Bank_VR_3_16,FAKE,720,40,1000,6000,FPGA_211_105_17,211,105,17,F2A_2393,f2g_trx_reset_n_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_16,Bank_VR_3_16,FAKE,720,40,1000,6000,FPGA_211_105_18,211,105,18,F2A_2394,f2g_tx_oe_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_16,Bank_VR_3_16,FAKE,720,40,1000,6000,FPGA_211_105_19,211,105,19,F2A_2395,f2g_tx_dvalid_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_16,Bank_VR_3_16,FAKE,720,40,1000,6000,FPGA_211_105_20,211,105,20,F2A_2396,f2g_rx_sfifo_reset_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_16,Bank_VR_3_16,FAKE,720,40,1000,6000,FPGA_211_105_21,211,105,21,F2A_2397,f2g_rx_dpa_restart_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_16,Bank_VR_3_16,FAKE,720,40,1000,6000,FPGA_211_105_22,211,105,22,F2A_2398,f2g_in_en_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_16,Bank_VR_3_16,FAKE,720,40,1000,6000,FPGA_211_105_23,211,105,23,F2A_2399,f2g_trx_core_clk_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,460,40,1000,4000,FPGA_211_106_0,211,106,0,A2F_2376,g2f_rx_cdr_core_clk_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,460,40,1000,4000,FPGA_211_106_1,211,106,1,A2F_2377,g2f_rx_dvalid_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,460,40,1000,4000,FPGA_211_106_2,211,106,2,A2F_2378,g2f_core_clk_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,460,40,1000,4000,FPGA_211_106_3,211,106,3,A2F_2379,g2f_rx_in[0]_A,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,460,40,1000,4000,FPGA_211_106_4,211,106,4,A2F_2380,g2f_rx_in[1]_A,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,590,40,1000,5000,FPGA_211_106_5,211,106,5,A2F_2381,g2f_rx_in[2]_A,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,590,40,1000,5000,FPGA_211_106_6,211,106,6,A2F_2382,g2f_rx_in[3]_A,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,590,40,1000,5000,FPGA_211_106_7,211,106,7,A2F_2383,g2f_rx_in[4]_A,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,
GBOX GPIO,Bank_VR_3_15,Bank_VR_3_15,FAKE,590,40,1000,5000,FPGA_211_106_8,211,106,8,A2F_2384,g2f_rx_in[5]_A,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
